workload,launch_order,call_id,matrix_size,process,op_index,op_type,family,kernel_name,grid,block,ncu_status,ncu_replay_us,nsys_gpu_us,sm_throughput_pct,tensor_pipe_active_pct,dram_cycles_active_pct,dram_bw_pct_of_peak,dram_read_bytes,dram_write_bytes,l2_throughput_pct,l2_hit_rate_pct,l1_throughput_pct,achieved_occupancy_pct,theoretical_occupancy_pct,waves_per_sm,registers_per_thread,gemm_tflops_from_replay,dominant_stalls,hardware_bottleneck_interpretation
react_tool,75855,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 14, 1)","(32, 16, 1)",profiled,3.104,2.05,8.858956,0.0,31.053082,0.0,928512.0,0.0,12.208422,31.368397,12.57523,30.856832,100.0,0.29,38.0,,,"underutilised: SM 9 %, DRAM 31 %, L2 12 %, occ 31 %"
react_tool,75856,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,gemm,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_tn_align8>(T1::Param,"(16, 1, 8)","(128, 1, 1)",profiled,6.272,5.12,13.446302,17.771378,32.610147,0.0,2000896.0,0.0,31.588035,88.883256,16.900449,8.324245,8.333333,1.0,88.0,,,"underutilised: SM 13 %, DRAM 33 %, L2 32 %, occ 8 %"
react_tool,75857,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 14, 1)","(32, 16, 1)",profiled,3.072,1.66,8.956106,0.0,31.310428,0.0,928512.0,0.0,12.279098,31.599897,12.800409,31.131603,100.0,0.29,38.0,,,"underutilised: SM 9 %, DRAM 31 %, L2 12 %, occ 31 %"
react_tool,75858,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.68,3.17,14.248155,0.0,2.158248,0.0,77440.0,0.0,2.340161,67.080185,13.080728,67.208323,100.0,4.0,29.0,,,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 67 %"
react_tool,75859,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.68,3.04,15.193411,0.0,2.159611,0.0,77312.0,0.0,2.384669,67.749972,13.194919,67.154518,100.0,4.0,29.0,,,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 67 %"
react_tool,75860,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(896, 1, 1)","(128, 1, 1)",profiled,3.872,2.43,16.87247,0.0,26.511326,0.0,994688.0,0.0,15.059702,56.212526,12.249625,49.53428,100.0,0.58,16.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75861,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::neg_kernel_cuda(at::TensorIt","(448, 1, 1)","(128, 1, 1)",profiled,3.264,2.11,6.559257,0.0,15.031492,0.0,476544.0,0.0,9.103688,59.082817,5.07228,26.573707,100.0,0.29,16.0,,,"latency/launch-bound: 0.29 waves per SM, no unit above 30 % of peak"
react_tool,75862,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,5.4079999999999995,4.35,29.770128,0.0,17.601892,0.0,924288.0,0.0,11.111111,53.516158,6.348397,82.74812,100.0,1.33,39.0,,,"underutilised: SM 30 %, DRAM 18 %, L2 11 %, occ 83 %"
react_tool,75863,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(896, 1, 1)","(128, 1, 1)",profiled,3.712,2.37,15.246863,0.0,27.655182,0.0,994560.0,0.0,18.982363,66.611565,13.112945,49.945649,100.0,0.58,16.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75864,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat1","(896, 1, 1)","(128, 1, 1)",profiled,4.32,2.59,14.2394,0.0,43.87718,0.0,1854720.0,0.0,17.413236,39.220895,10.175181,49.179374,100.0,0.58,16.0,,,"underutilised: SM 14 %, DRAM 44 %, L2 17 %, occ 49 %"
react_tool,75865,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(112, 1, 1)","(128, 1, 1)",profiled,3.232,1.92,2.516466,0.0,6.095378,0.0,191744.0,0.0,3.480483,63.257836,2.092352,8.308331,100.0,0.07,16.0,,,"latency/launch-bound: 0.07 waves per SM, no unit above 30 % of peak"
react_tool,75866,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::neg_kernel_cuda(at::TensorIt","(56, 1, 1)","(128, 1, 1)",profiled,3.072,1.82,0.888121,0.0,2.505977,0.0,75136.0,0.0,2.254853,77.653061,1.481296,8.293066,100.0,0.04,16.0,,,"latency/launch-bound: 0.04 waves per SM, no unit above 30 % of peak"
react_tool,75867,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,3.584,2.69,8.888407,0.0,3.460864,0.0,121344.0,0.0,2.448381,63.924426,6.118642,71.149615,100.0,1.33,39.0,,,"underutilised: SM 9 %, DRAM 3 %, L2 2 %, occ 71 %"
react_tool,75868,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(112, 1, 1)","(128, 1, 1)",profiled,3.1679999999999997,1.89,2.141686,0.0,6.212699,0.0,191872.0,0.0,4.02989,67.178913,2.093402,8.310445,100.0,0.07,16.0,,,"latency/launch-bound: 0.07 waves per SM, no unit above 30 % of peak"
react_tool,75869,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat1","(112, 1, 1)","(128, 1, 1)",profiled,3.264,1.92,2.476258,0.0,7.796474,0.0,249088.0,0.0,3.876093,57.946061,2.026543,8.310368,100.0,0.07,16.0,,,"latency/launch-bound: 0.07 waves per SM, no unit above 30 % of peak"
react_tool,75870,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,3.552,2.66,9.272512,0.0,3.526786,0.0,121344.0,0.0,2.340721,63.489414,5.199048,57.890808,100.0,1.33,39.0,,,"underutilised: SM 9 %, DRAM 4 %, L2 2 %, occ 58 %"
react_tool,75871,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,3.584,2.62,9.173486,0.0,3.493514,0.0,121344.0,0.0,2.667277,63.075601,5.186089,57.522502,100.0,1.33,39.0,,,"underutilised: SM 9 %, DRAM 3 %, L2 3 %, occ 58 %"
react_tool,75872,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, cutlass:","(4, 2, 16)","(128, 1, 1)",profiled,10.592,9.22,11.467106,16.223342,11.728608,0.0,1218304.0,0.0,22.163264,89.715709,13.20853,8.31558,8.333333,1.0,242.0,,,"underutilised: SM 11 %, DRAM 12 %, L2 22 %, occ 8 %"
react_tool,75873,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,attention,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, ","(896, 1, 1)","(128, 1, 1)",profiled,7.776,4.13,21.421416,0.0,48.900027,0.0,3721472.0,0.0,19.322985,25.622916,5.643553,47.723656,75.0,0.78,54.0,,,"underutilised: SM 21 %, DRAM 49 %, L2 19 %, occ 48 %"
react_tool,75874,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,gemm,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn,"(32, 4, 1)","(128, 1, 1)",profiled,18.752000000000002,18.11,35.496337,39.020774,50.65881,0.0,9320704.0,128.0,69.539559,85.466801,36.581976,8.330814,8.333333,1.0,146.0,,,L2-bandwidth-bound (working set in L2)
react_tool,75875,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>","(448, 1, 1)","(128, 1, 1)",profiled,4.032,1.63,1.921286,0.0,46.92393,0.0,1841280.0,0.0,18.488529,36.390701,7.28921,21.98117,100.0,0.29,37.0,,,"underutilised: SM 2 %, DRAM 47 %, L2 18 %, occ 22 %"
react_tool,75876,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,copy,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(,"(896, 1, 1)","(128, 1, 1)",profiled,3.776,2.59,14.625783,0.0,25.760417,0.0,949632.0,0.0,24.536752,69.925938,10.933188,50.273609,100.0,0.58,31.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75877,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_unary,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, f","(448, 1, 1)","(128, 1, 1)",profiled,3.8080000000000003,1.82,1.465988,0.0,49.90625,0.0,1839744.0,0.0,23.025048,51.513099,10.596997,21.116977,100.0,0.29,30.0,,,"underutilised: SM 1 %, DRAM 50 %, L2 23 %, occ 21 %"
react_tool,75878,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,reduce,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned","(14, 1, 1)","(32, 16, 1)",profiled,7.6160000000000005,4.42,0.797344,0.0,25.265848,0.0,1885568.0,0.0,9.935087,22.276976,25.52059,33.267105,100.0,0.04,26.0,,,"latency/launch-bound: 0.04 waves per SM, no unit above 30 % of peak"
react_tool,75879,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(i","(1, 1, 1)","(128, 1, 1)",profiled,1.824,3.33,0.017004,0.0,0.31682,0.0,5632.0,0.0,0.866375,75.622703,77.929985,8.232919,100.0,0.0,32.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
react_tool,75880,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_unary,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda()","(1, 1, 1)","(128, 1, 1)",profiled,1.952,1.18,0.026519,0.0,0.383772,0.0,7168.0,0.0,0.989512,79.461853,68.571429,8.244048,100.0,0.0,22.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
react_tool,75881,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, ","(1792, 1, 1)","(128, 1, 1)",profiled,4.256,13.76,11.558409,0.0,44.293345,0.0,1846912.0,0.0,22.501662,52.547415,9.874541,65.954024,100.0,1.17,16.0,,,"underutilised: SM 12 %, DRAM 44 %, L2 23 %, occ 66 %"
react_tool,75882,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,copy,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[","(448, 1, 1)","(128, 1, 1)",profiled,3.904,1.6,1.408028,0.0,48.828125,0.0,1840000.0,0.0,19.200024,36.188444,7.36351,20.377242,100.0,0.29,30.0,,,"underutilised: SM 1 %, DRAM 49 %, L2 19 %, occ 20 %"
react_tool,75883,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(896, 1, 1)","(128, 1, 1)",profiled,3.776,2.82,14.416447,0.0,25.591592,0.0,941312.0,0.0,17.000111,63.178342,12.181202,48.877915,100.0,0.58,16.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75885,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,gemm,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params,"(32, 22, 2)","(128, 1, 1)",profiled,90.016,89.28,40.345811,42.778596,52.047065,0.0,46042880.0,768.0,80.273113,93.508519,40.695019,15.528154,16.666667,5.5,88.0,,,tensor-core compute-bound
react_tool,75886,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::vectorized_elementwise_kernel<4, at::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lam","(2408, 1, 1)","(128, 1, 1)",profiled,7.4879999999999995,3.94,19.249126,0.0,67.517827,0.0,4944768.0,0.0,31.119661,50.987752,14.510832,66.809878,100.0,1.57,30.0,,,DRAM-bandwidth-bound
react_tool,75888,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,gemm,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params,"(32, 22, 2)","(128, 1, 1)",profiled,89.88799999999999,87.52,40.00632,42.869136,52.130866,0.0,46042752.0,2432.0,80.557581,93.510642,40.78115,15.530327,16.666667,5.5,88.0,,,tensor-core compute-bound
react_tool,75889,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::vectorized_elementwise_kernel<4, at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloa","(2408, 1, 1)","(128, 1, 1)",profiled,12.128,4.22,3.420279,0.0,82.745965,0.0,9869440.0,128.0,32.540346,33.955885,9.955557,70.256053,100.0,1.57,37.0,,,DRAM-bandwidth-bound
react_tool,75891,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,gemm,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params,"(32, 4, 5)","(128, 1, 1)",profiled,88.448,91.07,24.406364,44.095158,57.575173,0.0,50054656.0,2176.0,80.566232,92.794002,41.793928,15.444226,16.666667,2.5,88.0,,,tensor-core compute-bound
react_tool,75892,answer,768,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>","(448, 1, 1)","(128, 1, 1)",profiled,4.0,2.3,1.976143,0.0,47.619836,0.0,1841280.0,0.0,18.667757,36.458767,7.103914,21.514872,100.0,0.29,37.0,,,"underutilised: SM 2 %, DRAM 48 %, L2 19 %, occ 22 %"
react_tool,75893,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,copy,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(,"(896, 1, 1)","(128, 1, 1)",profiled,3.8400000000000003,2.62,14.685471,0.0,28.179466,0.0,1059584.0,0.0,24.141469,67.570697,10.994574,50.662824,100.0,0.58,31.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75894,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_unary,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, f","(448, 1, 1)","(128, 1, 1)",profiled,4.0,1.76,1.398558,0.0,47.379351,0.0,1839744.0,0.0,21.768141,51.502103,10.109575,20.581935,100.0,0.29,30.0,,,"underutilised: SM 1 %, DRAM 47 %, L2 22 %, occ 21 %"
react_tool,75895,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,reduce,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned","(14, 1, 1)","(32, 16, 1)",profiled,7.4879999999999995,4.61,0.808122,0.0,25.804022,0.0,1885568.0,0.0,10.117478,22.962992,25.283393,33.267932,100.0,0.04,26.0,,,"latency/launch-bound: 0.04 waves per SM, no unit above 30 % of peak"
react_tool,75896,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_binary,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(i","(1, 1, 1)","(128, 1, 1)",profiled,1.856,1.06,0.016965,0.0,0.313927,0.0,5632.0,0.0,0.778849,83.61991,78.447395,8.248212,100.0,0.0,32.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
react_tool,75897,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_unary,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda()","(1, 1, 1)","(128, 1, 1)",profiled,1.952,1.18,0.026354,0.0,0.385552,0.0,7296.0,0.0,0.899591,85.940959,67.044959,8.247854,100.0,0.0,22.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
react_tool,75898,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_binary,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, ","(1792, 1, 1)","(128, 1, 1)",profiled,4.4799999999999995,2.66,11.708227,0.0,45.554702,0.0,1974144.0,0.0,21.62023,50.891567,11.04229,69.254307,100.0,1.17,16.0,,,"underutilised: SM 12 %, DRAM 46 %, L2 22 %, occ 69 %"
react_tool,75899,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,copy,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[","(448, 1, 1)","(128, 1, 1)",profiled,3.904,1.6,1.418262,0.0,48.515119,0.0,1840128.0,0.0,19.026206,36.147017,7.374334,20.697381,100.0,0.29,30.0,,,"underutilised: SM 1 %, DRAM 49 %, L2 19 %, occ 21 %"
react_tool,75900,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(896, 1, 1)","(128, 1, 1)",profiled,3.8400000000000003,2.85,14.745743,0.0,25.198739,0.0,941312.0,0.0,16.478715,63.137212,12.416074,49.211571,100.0,0.58,16.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75901,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,gemm,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,"(32, 4, 1)","(128, 1, 1)",profiled,18.752000000000002,18.27,35.522841,38.989086,50.702255,0.0,9324544.0,128.0,70.014198,85.465278,36.561787,8.331078,8.333333,1.0,102.0,,,L2-bandwidth-bound (working set in L2)
react_tool,75902,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,gemm,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_tn_align8>(T1::Param,"(16, 1, 8)","(128, 1, 1)",profiled,6.335999999999999,5.41,12.984265,17.56364,32.308201,0.0,2000896.0,0.0,31.100901,88.748721,16.705236,8.324362,8.333333,1.0,88.0,,,"underutilised: SM 13 %, DRAM 32 %, L2 31 %, occ 8 %"
react_tool,75903,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 14, 1)","(32, 16, 1)",profiled,3.2,1.95,8.94721,0.0,29.906003,0.0,928512.0,0.0,11.737294,31.421121,13.448458,32.213682,100.0,0.29,38.0,,,"latency/launch-bound: 0.29 waves per SM, no unit above 30 % of peak"
react_tool,75904,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,gemm,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_tn_align8>(T1::Param,"(16, 1, 8)","(128, 1, 1)",profiled,6.335999999999999,5.25,13.137495,17.575215,32.523302,0.0,2000896.0,0.0,31.670171,89.027065,16.694792,8.324349,8.333333,1.0,88.0,,,"underutilised: SM 13 %, DRAM 33 %, L2 32 %, occ 8 %"
react_tool,75905,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 14, 1)","(32, 16, 1)",profiled,3.1679999999999997,1.66,9.131664,0.0,30.225,0.0,928512.0,0.0,11.917788,31.378204,12.575671,30.813331,100.0,0.29,38.0,,,"underutilised: SM 9 %, DRAM 30 %, L2 12 %, occ 31 %"
react_tool,75906,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.52,3.26,14.210211,0.0,2.252387,0.0,77312.0,0.0,2.443057,68.136865,13.073594,66.098537,100.0,4.0,29.0,,,"underutilised: SM 14 %, DRAM 2 %, L2 2 %, occ 66 %"
react_tool,75907,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.52,3.01,14.805609,0.0,2.256116,0.0,77440.0,0.0,2.40353,67.024729,13.141422,67.430473,100.0,4.0,29.0,,,"underutilised: SM 15 %, DRAM 2 %, L2 2 %, occ 67 %"
react_tool,75908,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(896, 1, 1)","(128, 1, 1)",profiled,3.712,2.46,16.50696,0.0,27.721889,0.0,994688.0,0.0,15.811043,56.269664,12.343331,49.638017,100.0,0.58,16.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75909,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::neg_kernel_cuda(at::TensorIt","(448, 1, 1)","(128, 1, 1)",profiled,3.392,2.08,6.673383,0.0,14.506702,0.0,476544.0,0.0,8.819569,59.284516,5.063673,26.572383,100.0,0.29,16.0,,,"latency/launch-bound: 0.29 waves per SM, no unit above 30 % of peak"
react_tool,75910,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,5.44,4.35,29.495117,0.0,17.411748,0.0,924288.0,0.0,11.022031,53.904393,6.410707,83.311451,100.0,1.33,39.0,,,"underutilised: SM 29 %, DRAM 17 %, L2 11 %, occ 83 %"
react_tool,75911,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(896, 1, 1)","(128, 1, 1)",profiled,3.52,2.34,14.938749,0.0,28.978968,0.0,994688.0,0.0,20.015494,66.840232,12.901225,49.73693,100.0,0.58,16.0,,,"latency/launch-bound: 0.58 waves per SM, no unit above 30 % of peak"
react_tool,75912,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat1","(896, 1, 1)","(128, 1, 1)",profiled,4.288,2.53,13.837222,0.0,44.480599,0.0,1854720.0,0.0,17.698448,39.224702,9.787783,49.461328,100.0,0.58,16.0,,,"underutilised: SM 14 %, DRAM 44 %, L2 18 %, occ 49 %"
react_tool,75913,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(112, 1, 1)","(128, 1, 1)",profiled,3.328,1.89,2.55947,0.0,5.990249,0.0,191872.0,0.0,3.459237,63.603522,2.078304,8.30774,100.0,0.07,16.0,,,"latency/launch-bound: 0.07 waves per SM, no unit above 30 % of peak"
react_tool,75914,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::neg_kernel_cuda(at::TensorIt","(56, 1, 1)","(128, 1, 1)",profiled,3.232,1.82,0.858675,0.0,2.388509,0.0,75136.0,0.0,2.286263,74.956232,1.462051,8.286707,100.0,0.04,16.0,,,"latency/launch-bound: 0.04 waves per SM, no unit above 30 % of peak"
react_tool,75915,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,3.552,2.66,8.996226,0.0,3.52212,0.0,121472.0,0.0,2.814538,63.754045,6.088116,71.263343,100.0,1.33,39.0,,,"underutilised: SM 9 %, DRAM 4 %, L2 3 %, occ 71 %"
react_tool,75916,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(112, 1, 1)","(128, 1, 1)",profiled,3.264,1.86,2.086318,0.0,6.095378,0.0,191744.0,0.0,3.912343,66.659858,2.124567,8.311389,100.0,0.07,16.0,,,"latency/launch-bound: 0.07 waves per SM, no unit above 30 % of peak"
react_tool,75917,answer,768,mir_operator:prefill_layer02,3,prefill_layer02,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat1","(112, 1, 1)","(128, 1, 1)",profiled,3.232,1.92,2.48451,0.0,7.918294,0.0,249088.0,0.0,3.917107,57.620191,2.050134,8.313122,100.0,0.07,16.0,,,"latency/launch-bound: 0.07 waves per SM, no unit above 30 % of peak"
